chr physpos 0 mCentral nCentral mEastern nEastern mNigeria nNigeria
23 418542 0.004018 3 36 0 38 1 20
23 418968 0.00402209 0 36 3 38 4 20
23 418975 0.00402216 0 36 0 38 1 20
23 419262 0.00402492 0 36 0 38 4 20
23 420197 0.00403389 9 36 3 38 4 20
23 420862 0.00404028 1 36 0 38 3 20
23 420983 0.00404144 0 36 0 38 1 20
23 422081 0.00405198 0 36 0 38 1 20
23 422571 0.00405668 5 36 21 38 1 20
23 422593 0.00405689 15 36 24 38 8 20
23 422933 0.00406016 22 36 18 38 12 20
23 423428 0.00406491 0 36 0 38 1 20
23 423745 0.00406795 14 36 20 38 8 20
23 424117 0.00407152 22 36 18 38 12 20
23 424458 0.0040748 0 36 0 38 3 20
23 424459 0.00407481 14 36 20 38 8 20
23 424476 0.00407497 22 36 18 38 12 20
23 424770 0.00407779 0 36 0 38 3 20
23 424933 0.00407936 4 36 17 38 1 20
23 425476 0.00408457 25 36 18 38 12 20
23 425825 0.00408792 11 36 1 38 1 20
23 426607 0.00409543 0 36 0 38 7 20
23 427305 0.00410213 0 36 2 38 5 20
23 427346 0.00410252 0 36 0 38 1 20
23 427383 0.00410288 0 36 0 38 7 20
23 429354 0.0041218 0 36 0 38 1 20
23 429455 0.00412277 0 36 0 38 7 20
23 429474 0.00412295 1 36 0 38 1 20
23 429600 0.00412416 30 36 28 38 12 20
23 429837 0.00412644 0 36 0 38 4 20
23 430719 0.0041349 0 36 0 38 7 20
23 430758 0.00413528 0 36 4 38 1 20
23 431186 0.00413939 0 36 0 38 1 20
23 431370 0.00414115 0 36 0 38 1 20
23 431499 0.00414239 30 36 30 38 13 20
23 432882 0.00415567 0 36 4 38 1 20
23 433357 0.00416023 0 36 0 38 1 20
23 433423 0.00416086 4 36 3 38 2 20
23 433540 0.00416198 0 36 0 38 1 20
23 434701 0.00417313 9 36 1 38 7 20
23 435160 0.00417754 0 36 0 38 1 20
23 435174 0.00417767 0 36 0 38 2 20
23 435763 0.00418332 32 36 18 38 10 20
23 436917 0.0041944 0 36 2 38 1 20
23 437565 0.00420062 0 36 0 38 3 20
23 438731 0.00421182 3 36 0 38 2 20
23 438766 0.00421215 32 36 25 38 9 20
23 439544 0.00421962 5 36 0 38 1 20
23 440452 0.00422834 3 36 0 38 2 20
23 440740 0.0042311 0 36 3 38 2 20
23 441037 0.00423396 0 36 0 38 2 20
23 441125 0.0042348 33 36 20 38 18 20
23 441408 0.00423752 0 36 0 38 6 20
23 441512 0.00423852 0 36 0 38 6 20
23 441955 0.00424277 3 36 0 38 2 20
23 442266 0.00424575 3 36 19 38 2 20
23 442341 0.00424647 5 36 13 38 8 20
23 442459 0.00424761 2 36 0 38 1 20
23 442499 0.00424799 1 36 0 38 1 20
23 442514 0.00424813 3 36 19 38 2 20
23 442525 0.00424824 3 36 19 38 2 20
23 442580 0.00424877 3 36 19 38 2 20
23 442838 0.00425124 30 36 19 38 16 20
23 443031 0.0042531 25 36 6 38 8 20
23 443240 0.0042551 0 36 0 38 1 20
23 443282 0.00425551 0 36 0 38 1 20
23 443316 0.00425583 5 36 13 38 8 20
23 443363 0.00425628 3 36 19 38 2 20
23 443393 0.00425657 0 36 4 38 2 20
23 443470 0.00425731 28 36 6 38 10 20
23 443948 0.0042619 0 36 0 38 3 20
23 444118 0.00426353 0 36 4 38 2 20
23 444144 0.00426378 0 36 2 38 1 20
23 444531 0.0042675 1 36 2 38 1 20
23 445721 0.00427892 0 36 0 38 2 20
23 445851 0.00428017 0 36 0 38 3 20
23 446007 0.00428167 28 36 27 38 12 20
23 446699 0.00428831 0 36 0 38 1 20
23 447819 0.00429906 0 36 4 38 2 20
23 448908 0.00430952 0 36 4 38 2 20
23 449237 0.00431268 33 36 33 38 6 20
23 449747 0.00431757 0 36 0 38 2 20
23 449953 0.00431955 8 36 0 38 1 20
23 450253 0.00432243 0 36 0 38 1 20
23 450468 0.00432449 2 36 1 38 1 20
23 451593 0.00433529 2 36 1 38 1 20
23 453402 0.00435266 0 36 0 38 1 20
23 453598 0.00435454 0 36 0 38 6 20
23 454158 0.00435992 2 36 0 38 1 20
23 454629 0.00436444 0 36 3 38 2 20
23 454697 0.00436509 0 36 4 38 2 20
23 454802 0.0043661 0 36 0 38 1 20
23 454929 0.00436732 0 36 0 38 2 20
23 454955 0.00436757 0 36 0 38 1 20
23 455510 0.0043729 0 36 0 38 2 20
23 457180 0.00438893 0 36 0 38 1 20
23 457340 0.00439046 35 36 33 38 13 20
23 458232 0.00439903 0 36 0 38 4 20
23 458258 0.00439928 0 36 3 38 2 20
23 458269 0.00439938 0 36 0 38 5 20
23 458283 0.00439952 0 36 0 38 5 20
23 458721 0.00440372 0 36 0 38 1 20
23 459137 0.00440772 0 36 0 38 1 20
23 460216 0.00441807 1 36 4 38 2 20
23 460435 0.00442018 0 36 0 38 1 20
23 460552 0.0044213 1 36 1 38 8 20
23 461032 0.00442591 1 36 1 38 8 20
23 461215 0.00442766 35 36 37 38 8 20
23 461818 0.00443345 1 36 4 38 2 20
23 461901 0.00443425 35 36 37 38 8 20
23 462393 0.00443897 0 36 0 38 3 20
23 462867 0.00444352 2 36 0 38 1 20
23 463291 0.00444759 0 36 0 38 2 20
23 463376 0.00444841 0 36 2 38 1 20
23 463519 0.00444978 0 36 0 38 3 20
23 463564 0.00445021 0 36 2 38 1 20
23 463637 0.00445092 1 36 0 38 1 20
23 463820 0.00445267 1 36 6 38 10 20
23 464789 0.00446197 1 36 6 38 2 20
23 464949 0.00446351 0 36 0 38 4 20
23 465636 0.00447011 1 36 1 38 4 20
23 465685 0.00447058 0 36 0 38 4 20
23 466067 0.00447424 2 36 0 38 1 20
23 466265 0.00447614 0 36 0 38 8 20
23 466421 0.00447764 0 36 0 38 3 20
23 466914 0.00448237 1 36 6 38 10 20
23 467477 0.00448778 0 36 0 38 1 20
23 467690 0.00448982 1 36 0 38 1 20
23 467753 0.00449043 0 36 0 38 4 20
23 467934 0.00449217 1 36 6 38 2 20
23 468007 0.00449287 0 36 0 38 5 20
23 468137 0.00449412 0 36 0 38 5 20
23 468537 0.00449796 0 36 0 38 5 20
23 468759 0.00450009 34 36 29 38 9 20
23 468844 0.0045009 0 36 0 38 1 20
23 470427 0.0045161 34 36 28 38 9 20
23 470737 0.00451908 1 36 7 38 6 20
23 471584 0.00452721 0 36 2 38 3 20
23 471765 0.00452894 0 36 0 38 1 20
23 472611 0.00453707 34 36 27 38 9 20
23 473163 0.00454236 0 36 2 38 3 20
23 473191 0.00454263 6 36 0 38 1 20
23 473200 0.00454272 35 36 31 38 14 20
23 473522 0.00454581 1 36 7 38 7 20
23 473817 0.00454864 33 36 20 38 9 20
23 474453 0.00455475 1 36 0 38 1 20
23 474496 0.00455516 1 36 6 38 2 20
23 474594 0.0045561 0 36 0 38 4 20
23 474673 0.00455686 1 36 7 38 9 20
23 474744 0.00455754 2 36 0 38 1 20
23 474918 0.00455921 33 36 27 38 10 20
23 474948 0.0045595 1 36 6 38 2 20
23 475938 0.004569 0 36 0 38 4 20
23 476532 0.00457471 1 36 7 38 9 20
23 476581 0.00457518 0 36 0 38 1 20
23 477095 0.00458011 0 36 0 38 1 20
23 477100 0.00458016 0 36 0 38 1 20
23 477581 0.00458478 1 36 6 38 2 20
23 477618 0.00458513 1 36 6 38 2 20
23 478195 0.00459067 8 36 9 38 10 20
23 478347 0.00459213 27 36 29 38 10 20
23 478937 0.0045978 28 36 29 38 10 20
23 479334 0.00460161 0 36 0 38 4 20
23 479447 0.00460269 0 36 2 38 3 20
23 479482 0.00460303 0 36 0 38 1 20
23 479506 0.00460326 0 36 0 38 1 20
23 479577 0.00460394 0 36 1 38 3 20
23 479908 0.00460712 0 36 0 38 4 20
23 480201 0.00460993 1 36 6 38 2 20
23 480212 0.00461004 0 36 0 38 1 20
23 480897 0.00461661 0 36 0 38 1 20
23 480899 0.00461663 0 36 0 38 1 20
23 481039 0.00461797 0 36 2 38 3 20
23 481244 0.00461994 0 36 0 38 1 20
23 481282 0.00462031 30 36 29 38 10 20
23 483254 0.00463924 1 36 0 38 1 20
23 483322 0.00463989 0 36 0 38 1 20
23 483347 0.00464013 0 36 1 38 6 20
23 483845 0.00464491 1 36 0 38 1 20
23 485238 0.00465828 34 36 31 38 8 20
23 485707 0.00466279 0 36 0 38 1 20
23 487125 0.0046764 0 36 0 38 1 20
23 487478 0.00467979 2 36 8 38 12 20
23 487613 0.00468108 34 36 30 38 8 20
23 487645 0.00468139 0 36 0 38 3 20
23 488342 0.00468808 34 36 30 38 8 20
23 488447 0.00468909 34 36 32 38 8 20
23 488918 0.00469361 0 36 0 38 2 20
23 489629 0.00470044 0 36 0 38 1 20
23 489782 0.00470191 34 36 31 38 8 20
23 489884 0.00470289 0 36 0 38 1 20
23 490374 0.00470759 2 36 7 38 11 20
23 490410 0.00470794 0 36 0 38 2 20
23 490915 0.00471278 0 36 0 38 1 20
23 491866 0.00472191 0 36 0 38 1 20
23 491989 0.00472309 0 36 0 38 1 20
23 492480 0.00472781 0 36 0 38 3 20
23 492669 0.00472962 0 36 0 38 1 20
23 492850 0.00473136 34 36 31 38 10 20
23 492884 0.00473169 0 36 2 38 1 20
23 493226 0.00473497 0 36 0 38 1 20
23 494308 0.00474536 0 36 0 38 2 20
23 494634 0.00474849 0 36 1 38 1 20
23 494792 0.00475 2 36 8 38 10 20
23 494831 0.00475038 0 36 0 38 3 20
23 494928 0.00475131 2 36 8 38 10 20
23 495793 0.00475961 2 36 0 38 1 20
23 496176 0.00476329 1 36 5 38 4 20
23 496856 0.00476982 0 36 0 38 3 20
23 497446 0.00477548 2 36 8 38 12 20
23 497701 0.00477793 2 36 8 38 12 20
23 497786 0.00477875 1 36 0 38 1 20
23 498266 0.00478335 0 36 2 38 3 20
23 498294 0.00478362 2 36 8 38 12 20
23 498513 0.00478572 0 36 0 38 3 20
23 498782 0.00478831 1 36 5 38 6 20
23 498903 0.00478947 3 36 8 38 12 20
23 499242 0.00479272 0 36 0 38 3 20
23 499434 0.00479457 33 36 30 38 8 20
23 499481 0.00479502 1 36 0 38 1 20
23 499652 0.00479666 33 36 30 38 8 20
23 499804 0.00479812 3 36 8 38 12 20
23 499820 0.00479827 3 36 8 38 12 20
23 499863 0.00479868 0 36 0 38 1 20
23 500780 0.00480749 0 36 0 38 3 20
23 500977 0.00480938 0 36 0 38 1 20
23 501528 0.00481467 0 36 0 38 1 20
23 501711 0.00481643 0 36 0 38 1 20
23 501808 0.00481736 33 36 30 38 8 20
23 501958 0.0048188 33 36 30 38 8 20
23 501985 0.00481906 7 36 0 38 2 20
23 502248 0.00482158 3 36 8 38 12 20
23 504334 0.00484161 3 36 0 38 2 20
23 505307 0.00485095 34 36 30 38 8 20
23 505512 0.00485292 0 36 0 38 3 20
23 505706 0.00485478 0 36 0 38 2 20
23 506583 0.0048632 0 36 0 38 1 20
23 507471 0.00487172 0 36 3 38 11 20
23 507627 0.00487322 0 36 3 38 2 20
23 509057 0.00488695 34 36 30 38 9 20
23 509059 0.00488697 1 36 0 38 1 20
23 509608 0.00489224 0 36 0 38 2 20
23 510869 0.00490434 2 36 0 38 2 20
23 512851 0.00492337 0 36 0 38 3 20
23 513012 0.00492492 1 36 0 38 4 20
23 513768 0.00493217 1 36 2 38 1 20
23 514015 0.00493454 34 36 34 38 19 20
23 514349 0.00493775 0 36 0 38 4 20
23 516208 0.0049556 1 36 2 38 1 20
23 516214 0.00495565 1 36 2 38 1 20
23 516231 0.00495582 1 36 2 38 1 20
23 516319 0.00495666 1 36 2 38 1 20
23 516390 0.00495734 0 36 0 38 1 20
23 519116 0.00498351 2 36 3 38 1 20
23 519304 0.00498532 0 36 0 38 3 20
23 519574 0.00498791 0 36 0 38 2 20
23 520489 0.00499669 0 36 3 38 10 20
23 522044 0.00501162 0 36 0 38 10 20
23 522783 0.00501872 0 36 0 38 2 20
23 523854 0.005029 1 36 2 38 1 20
23 524104 0.0050314 34 36 31 38 19 20
23 524306 0.00503334 8 36 0 38 2 20
23 525110 0.00504106 1 36 2 38 1 20
23 525646 0.0050462 0 36 0 38 4 20
23 527489 0.00506389 0 36 2 38 2 20
23 528371 0.00507236 0 36 0 38 4 20
23 529416 0.00508239 36 36 37 38 16 20
23 529612 0.00508428 0 36 0 38 4 20
23 529988 0.00508788 8 36 0 38 2 20
23 530096 0.00508892 2 36 0 38 2 20
23 531251 0.00510001 0 36 0 38 3 20
23 531567 0.00510304 0 36 0 38 4 20
23 531569 0.00510306 0 36 0 38 4 20
23 531677 0.0051041 2 36 0 38 1 20
23 532808 0.00511496 1 36 0 38 1 20
23 532982 0.00511663 34 36 31 38 7 20
23 533001 0.00511681 0 36 0 38 3 20
23 534171 0.00512804 0 36 0 38 4 20
23 534329 0.00512956 0 36 0 38 6 20
23 535485 0.00514066 0 36 2 38 2 20
23 536617 0.00515152 1 36 0 38 1 20
23 538390 0.00516854 10 36 0 38 2 20
23 539473 0.00517894 2 36 6 38 9 20
23 539553 0.00517971 1 36 0 38 1 20
23 539584 0.00518001 0 36 0 38 3 20
23 539687 0.005181 2 36 7 38 9 20
23 540011 0.00518411 0 36 0 38 2 20
23 540998 0.00519358 0 36 0 38 2 20
23 541221 0.00519572 0 36 0 38 2 20
23 541611 0.00519947 33 36 38 38 19 20
23 542184 0.00520497 32 36 31 38 11 20
23 542986 0.00521267 33 36 38 38 19 20
23 543522 0.00521781 0 36 0 38 2 20
23 544285 0.00522514 8 36 0 38 2 20
23 544427 0.0052265 3 36 0 38 1 20
23 545670 0.00523843 0 36 0 38 2 20
23 546966 0.00525087 1 36 0 38 1 20
23 547051 0.00525169 35 36 38 38 19 20
23 547288 0.00525396 1 36 8 38 7 20
23 547876 0.00525961 7 36 0 38 2 20
23 547887 0.00525972 0 36 0 38 1 20
23 547920 0.00526003 2 36 0 38 1 20
23 548946 0.00526988 0 36 0 38 1 20
23 548999 0.00527039 1 36 5 38 3 20
23 549144 0.00527178 0 36 2 38 1 20
23 550628 0.00528603 3 36 0 38 1 20
23 551427 0.0052937 0 36 0 38 1 20
23 552162 0.00530076 0 36 0 38 2 20
23 553523 0.00531382 32 36 30 38 15 20
23 553832 0.00531679 0 36 0 38 3 20
23 554943 0.00532745 0 36 0 38 1 20
23 555279 0.00533068 0 36 0 38 1 20
23 555721 0.00533492 0 36 0 38 2 20
23 556216 0.00533967 0 36 0 38 4 20
23 556366 0.00534111 0 36 0 38 1 20
23 556451 0.00534193 3 36 18 38 5 20
23 557792 0.0053548 0 36 0 38 4 20
23 558168 0.00535841 3 36 17 38 4 20
23 559037 0.00536676 1 36 17 38 1 20
23 559527 0.00537146 0 36 0 38 1 20
23 559628 0.00537243 0 36 0 38 3 20
23 559999 0.00537599 0 36 0 38 2 20
23 560066 0.00537663 0 36 0 38 3 20
23 560132 0.00537727 0 36 0 38 3 20
23 561150 0.00538704 0 36 0 38 2 20
23 561482 0.00539023 0 36 0 38 1 20
23 561505 0.00539045 0 36 0 38 1 20
23 561533 0.00539072 7 36 0 38 6 20
23 561603 0.00539139 0 36 0 38 1 20
23 562047 0.00539565 4 36 0 38 4 20
23 562340 0.00539846 1 36 14 38 1 20
23 562392 0.00539896 3 36 0 38 2 20
23 562995 0.00540475 4 36 0 38 4 20
23 563102 0.00540578 0 36 0 38 2 20
23 563366 0.00540831 35 36 24 38 19 20
23 563790 0.00541238 0 36 0 38 1 20
23 563944 0.00541386 0 36 0 38 2 20
23 564097 0.00541533 0 36 0 38 2 20
23 564397 0.00541821 0 36 0 38 2 20
23 564700 0.00542112 1 36 14 38 1 20
23 564728 0.00542139 0 36 0 38 3 20
23 565021 0.0054242 0 36 0 38 2 20
23 565043 0.00542441 0 36 0 38 1 20
23 565229 0.0054262 1 36 14 38 1 20
23 565306 0.00542694 1 36 14 38 1 20
23 565675 0.00543048 0 36 3 38 1 20
23 566043 0.00543401 0 36 0 38 2 20
23 566166 0.00543519 0 36 0 38 2 20
23 566237 0.00543588 0 36 9 38 1 20
23 567019 0.00544338 34 36 23 38 16 20
23 567063 0.0054438 1 36 15 38 1 20
23 567080 0.00544397 0 36 0 38 3 20
23 567437 0.0054474 1 36 15 38 1 20
23 567604 0.005449 0 36 0 38 1 20
23 567792 0.0054508 0 36 0 38 1 20
23 567852 0.00545138 0 36 0 38 3 20
23 567947 0.00545229 0 36 0 38 1 20
23 567949 0.00545231 0 36 0 38 3 20
23 568247 0.00545517 0 36 0 38 4 20
23 569385 0.0054661 35 36 23 38 16 20
23 570200 0.00547392 0 36 0 38 4 20
23 571167 0.0054832 0 36 0 38 2 20
23 571514 0.00548653 0 36 0 38 3 20
23 571697 0.00548829 1 36 15 38 2 20
23 571977 0.00549098 0 36 0 38 3 20
23 572227 0.00549338 36 36 38 38 17 20
23 572510 0.0054961 0 36 0 38 2 20
23 572562 0.0054966 0 36 0 38 1 20
23 573794 0.00550842 35 36 23 38 18 20
23 573988 0.00551028 0 36 0 38 7 20
23 574185 0.00551218 0 36 0 38 4 20
23 576168 0.00553121 3 36 0 38 2 20
23 576386 0.00553331 0 36 0 38 2 20
23 577138 0.00554052 1 36 15 38 2 20
23 578285 0.00555154 0 36 0 38 1 20
23 579201 0.00556033 0 36 0 38 3 20
23 579680 0.00556493 1 36 15 38 2 20
23 581781 0.0055851 1 36 15 38 2 20
23 582286 0.00558995 36 36 38 38 17 20
23 582369 0.00559074 0 36 0 38 3 20
23 582553 0.00559251 0 36 0 38 3 20
23 582704 0.00559396 0 36 0 38 3 20
23 583178 0.00559851 0 36 0 38 3 20
23 583910 0.00560554 1 36 0 38 1 20
23 584077 0.00560714 35 36 32 38 15 20
23 584379 0.00561004 0 36 0 38 3 20
23 586413 0.00562956 0 36 0 38 2 20
23 586488 0.00563028 0 36 0 38 2 20
23 586537 0.00563076 0 36 0 38 3 20
23 587954 0.00564436 0 36 0 38 4 20
23 588002 0.00564482 0 36 0 38 4 20
23 588306 0.00564774 1 36 6 38 2 20
23 589296 0.00565724 1 36 6 38 2 20
23 590919 0.00567282 0 36 0 38 2 20
23 591064 0.00567421 0 36 0 38 2 20
23 591536 0.00567875 4 36 0 38 5 20
23 592061 0.00568379 0 36 0 38 2 20
23 592228 0.00568539 0 36 0 38 2 20
23 592435 0.00568738 0 36 0 38 2 20
23 592494 0.00568794 0 36 0 38 4 20
23 592585 0.00568882 6 36 0 38 5 20
23 593017 0.00569296 36 36 38 38 18 20
23 593617 0.00569872 0 36 0 38 2 20
23 594351 0.00570577 0 36 0 38 2 20
23 594777 0.00570986 0 36 0 38 1 20
23 596970 0.00573091 0 36 0 38 2 20
23 597483 0.00573584 0 36 0 38 2 20
23 597592 0.00573688 4 36 0 38 5 20
23 597708 0.005738 36 36 38 38 18 20
23 598319 0.00574386 0 36 0 38 2 20
23 598732 0.00574783 0 36 0 38 2 20
23 599999 0.00575999 36 36 38 38 15 20
23 601111 0.00577067 0 36 0 38 2 20
23 601427 0.0057737 0 36 0 38 2 20
23 601770 0.00577699 0 36 0 38 2 20
23 601975 0.00577896 36 36 35 38 15 20
23 602848 0.00578734 0 36 0 38 2 20
23 603962 0.00579804 0 36 0 38 3 20
23 604709 0.00580521 36 36 38 38 18 20
23 604771 0.0058058 36 36 38 38 18 20
23 605621 0.00581396 0 36 0 38 2 20
23 605850 0.00581616 0 36 0 38 1 20
23 606350 0.00582096 0 36 0 38 2 20
23 606461 0.00582203 36 36 35 38 15 20
23 606791 0.00582519 0 36 0 38 3 20
23 606797 0.00582525 0 36 0 38 3 20
23 606817 0.00582544 0 36 0 38 3 20
23 607242 0.00582952 0 36 0 38 3 20
23 607266 0.00582975 1 36 1 38 8 20
23 607537 0.00583236 0 36 0 38 3 20
23 607550 0.00583248 1 36 1 38 8 20
23 607620 0.00583315 0 36 0 38 3 20
23 608510 0.0058417 0 36 0 38 3 20
23 609028 0.00584667 1 36 1 38 8 20
23 609786 0.00585395 0 36 4 38 2 20
23 610048 0.00585646 35 36 37 38 12 20
23 610627 0.00586202 0 36 0 38 3 20
23 610744 0.00586314 0 36 0 38 3 20
23 610870 0.00586435 0 36 0 38 2 20
23 612104 0.0058762 0 36 0 38 1 20
23 612788 0.00588276 0 36 0 38 7 20
23 613343 0.00588809 1 36 1 38 11 20
23 613834 0.00589281 0 36 4 38 2 20
23 614094 0.0058953 0 36 0 38 2 20
23 614271 0.005897 0 36 0 38 2 20
23 614799 0.00590207 34 36 33 38 7 20
23 615817 0.00591184 35 36 32 38 7 20
23 616121 0.00591476 0 36 0 38 2 20
23 616917 0.0059224 1 36 6 38 13 20
23 617144 0.00592458 0 36 0 38 3 20
23 617298 0.00592606 2 36 0 38 2 20
23 617337 0.00592644 0 36 0 38 2 20
23 617371 0.00592676 1 36 6 38 13 20
23 617941 0.00593223 1 36 6 38 13 20
23 618048 0.00593326 0 36 0 38 2 20
23 618295 0.00593563 0 36 0 38 4 20
23 618484 0.00593745 0 36 5 38 5 20
23 618901 0.00594145 0 36 0 38 2 20
23 618975 0.00594216 0 36 0 38 2 20
23 619172 0.00594405 0 36 5 38 5 20
23 619955 0.00595157 0 36 5 38 12 20
23 620504 0.00595684 36 36 33 38 8 20
23 620629 0.00595804 0 36 0 38 2 20
23 620910 0.00596074 0 36 0 38 2 20
23 620985 0.00596146 0 36 0 38 2 20
23 621493 0.00596633 36 36 38 38 13 20
23 621587 0.00596724 0 36 0 38 2 20
23 621630 0.00596765 36 36 38 38 13 20
23 621788 0.00596916 36 36 38 38 13 20
23 622102 0.00597218 36 36 38 38 13 20
23 622295 0.00597403 0 36 0 38 2 20
23 622499 0.00597599 0 36 5 38 6 20
23 622647 0.00597741 3 36 0 38 1 20
23 622959 0.00598041 0 36 0 38 2 20
23 622964 0.00598045 0 36 5 38 6 20
23 623040 0.00598118 0 36 0 38 2 20
23 623091 0.00598167 36 36 38 38 13 20
23 625044 0.00600042 2 36 0 38 2 20
23 626444 0.00601386 2 36 0 38 2 20
23 626710 0.00601642 35 36 32 38 6 20
23 626818 0.00601745 0 36 0 38 1 20
23 626930 0.00601853 0 36 0 38 8 20
23 626968 0.00601889 0 36 0 38 2 20
23 627281 0.0060219 0 36 0 38 2 20
23 627814 0.00602701 4 36 9 38 1 20
23 627946 0.00602828 0 36 0 38 4 20
23 628903 0.00603747 35 36 32 38 6 20
23 629153 0.00603987 0 36 0 38 1 20
23 629434 0.00604257 0 36 0 38 2 20
23 629582 0.00604399 0 36 0 38 2 20
23 630074 0.00604871 0 36 0 38 1 20
23 631376 0.00606121 0 36 0 38 2 20
23 631410 0.00606154 0 36 0 38 4 20
23 631665 0.00606398 0 36 0 38 3 20
23 634199 0.00608831 0 36 0 38 8 20
23 634553 0.00609171 0 36 0 38 2 20
23 635070 0.00609667 0 36 6 38 10 20
23 635322 0.00609909 0 36 6 38 10 20
23 635696 0.00610268 0 36 6 38 10 20
23 635805 0.00610373 0 36 0 38 1 20
23 636519 0.00611058 1 36 0 38 9 20
23 638429 0.00612892 1 36 1 38 11 20
23 638597 0.00613053 35 36 28 38 1 20
23 638680 0.00613133 1 36 0 38 7 20
23 639768 0.00614177 3 36 0 38 1 20
23 640197 0.00614589 1 36 0 38 7 20
23 640758 0.00615128 1 36 0 38 7 20
23 640857 0.00615223 0 36 9 38 9 20
23 641210 0.00615562 0 36 0 38 3 20
23 642013 0.00616332 4 36 0 38 1 20
23 643212 0.00617484 4 36 0 38 1 20
23 643622 0.00617877 4 36 0 38 1 20
23 644799 0.00619007 0 36 0 38 3 20
23 645405 0.00619589 5 36 0 38 1 20
23 645961 0.00620123 0 36 0 38 1 20
23 646420 0.00620563 0 36 0 38 1 20
23 647408 0.00621512 0 36 0 38 2 20
23 647551 0.00621649 0 36 0 38 1 20
23 647838 0.00621924 28 36 25 38 3 20
23 649308 0.00623336 0 36 0 38 3 20
23 651111 0.00625067 0 36 9 38 9 20
23 651166 0.00625119 5 36 0 38 1 20
23 652292 0.006262 1 36 0 38 7 20
23 652612 0.00626508 36 36 29 38 11 20
23 652614 0.00626509 4 36 8 38 8 20
23 652714 0.00626605 5 36 0 38 1 20
23 652927 0.0062681 0 36 8 38 6 20
23 653139 0.00627013 0 36 9 38 9 20
23 653483 0.00627344 3 36 17 38 9 20
23 653979 0.0062782 33 36 21 38 13 20
23 654191 0.00628023 0 36 0 38 1 20
23 654390 0.00628214 3 36 17 38 7 20
23 654907 0.00628711 32 36 19 38 3 20
23 654976 0.00628777 1 36 0 38 1 20
23 655441 0.00629223 0 36 1 38 2 20
23 656043 0.00629801 3 36 17 38 8 20
23 656081 0.00629838 0 36 0 38 2 20
23 656368 0.00630113 1 36 0 38 4 20
23 656694 0.00630426 3 36 16 38 6 20
23 657162 0.00630876 0 36 0 38 2 20
23 657341 0.00631047 3 36 16 38 6 20
23 657377 0.00631082 0 36 7 38 4 20
23 658027 0.00631706 0 36 0 38 4 20
23 658097 0.00631773 0 36 0 38 1 20
23 658775 0.00632424 1 36 0 38 9 20
23 658914 0.00632557 0 36 0 38 3 20
23 659394 0.00633018 33 36 22 38 14 20
23 659447 0.00633069 33 36 22 38 14 20
23 660239 0.00633829 1 36 0 38 9 20
23 660567 0.00634144 0 36 0 38 2 20
23 660686 0.00634259 0 36 7 38 4 20
23 660771 0.0063434 26 36 30 38 5 20
23 660915 0.00634478 1 36 0 38 9 20
23 661648 0.00635182 26 36 30 38 4 20
23 661866 0.00635391 0 36 7 38 4 20
23 662313 0.0063582 0 36 7 38 4 20
23 662367 0.00635872 26 36 30 38 4 20
23 662619 0.00636114 0 36 0 38 2 20
23 662673 0.00636166 0 36 1 38 2 20
23 662840 0.00636326 0 36 1 38 2 20
23 663327 0.00636794 6 36 2 38 1 20
23 663873 0.00637318 0 36 0 38 3 20
23 664525 0.00637944 0 36 0 38 3 20
23 664790 0.00638198 27 36 30 38 14 20
23 664828 0.00638235 0 36 0 38 4 20
23 664957 0.00638359 1 36 0 38 4 20
23 665127 0.00638522 9 36 8 38 6 20
23 665149 0.00638543 0 36 7 38 4 20
23 665323 0.0063871 0 36 0 38 1 20
23 665530 0.00638909 9 36 8 38 6 20
23 665673 0.00639046 27 36 30 38 14 20
23 667403 0.00640707 0 36 2 38 2 20
23 667509 0.00640809 1 36 9 38 13 20
23 667779 0.00641068 2 36 0 38 1 20
23 668073 0.0064135 24 36 30 38 8 20
23 668589 0.00641845 1 36 7 38 12 20
23 669130 0.00642365 1 36 0 38 8 20
23 669197 0.00642429 19 36 29 38 7 20
23 669276 0.00642505 9 36 0 38 1 20
23 669564 0.00642781 9 36 0 38 1 20
23 670330 0.00643517 9 36 0 38 1 20
23 671098 0.00644254 2 36 0 38 5 20
23 671725 0.00644856 27 36 38 38 19 20
23 672711 0.00645803 18 36 29 38 7 20
23 673930 0.00646973 0 36 0 38 2 20
23 674788 0.00647796 9 36 0 38 1 20
23 674926 0.00647929 0 36 0 38 2 20
23 674960 0.00647962 20 36 38 38 19 20
23 675103 0.00648099 16 36 0 38 1 20
23 675303 0.00648291 0 36 0 38 4 20
23 675475 0.00648456 2 36 0 38 5 20
23 676274 0.00649223 2 36 0 38 5 20
23 677086 0.00650003 18 36 30 38 7 20
23 677604 0.006505 2 36 0 38 5 20
23 677888 0.00650772 0 36 0 38 1 20
23 678754 0.00651604 28 36 38 38 19 20
23 679204 0.00652036 0 36 0 38 3 20
23 679338 0.00652164 0 36 0 38 3 20
23 680497 0.00653277 0 36 1 38 3 20
23 680502 0.00653282 34 36 30 38 8 20
23 681144 0.00653898 0 36 2 38 1 20
23 681849 0.00654575 13 36 0 38 1 20
23 682037 0.00654756 0 36 7 38 4 20
23 682097 0.00654813 23 36 38 38 19 20
23 682323 0.0065503 13 36 0 38 1 20
23 682722 0.00655413 13 36 0 38 1 20
23 683656 0.0065631 13 36 0 38 1 20
